apartment_id,city,floor_number,area_sqm,number_of_rooms,number_of_bathrooms,finishing_status,price_egp,price_per_sqm,is_fake
APT04036,الإسكندرية,15,110,2,1,Super Lux,2897000,26336,0
APT02663,القاهرة الجديدة,8,90,3,3,Fully Finished,3298000,36644,0
APT04013,الغردقة,0,120,4,3,Unfinished,2293000,19108,0
APT02958,شرم الشيخ,4,100,2,2,Unfinished,1344000,13440,0
APT03928,الإسكندرية,18,160,3,3,Semi-Finished,1904000,11900,0
APT01039,العين السخنة,18,140,4,4,Fully Finished,4093000,29235,0
APT03260,القاهرة,12,90,2,2,Fully Finished,3202000,35577,0
APT01345,العين السخنة,7,160,3,3,Fully Finished,3833000,23956,0
APT02506,القاهرة,3,130,3,3,Semi-Finished,3376000,25969,0
APT01722,الساحل الشمالي,4,70,1,2,Fully Finished,1901000,27157,0
APT04664,الإسكندرية,9,130,3,2,Fully Finished,2581000,19853,0
APT04894,الساحل الشمالي,9,200,4,4,Semi-Finished,7611000,38055,0
APT01910,الجيزة,9,150,4,3,Super Lux,5502000,36680,0
APT03410,شرم الشيخ,5,120,3,3,Semi-Finished,2551000,21258,0
APT04675,القاهرة الجديدة,0,100,3,2,Fully Finished,2991000,29910,0
APT01076,العين السخنة,15,70,1,2,Semi-Finished,1401000,20014,0
APT02830,القاهرة الجديدة,6,100,3,3,Fully Finished,3087000,30870,0
APT01505,الغردقة,9,110,3,3,Semi-Finished,2105000,19136,0
APT02310,الساحل الشمالي,12,100,3,3,Semi-Finished,4263000,42630,0
APT01437,العين السخنة,2,130,3,3,Semi-Finished,3084000,23723,0
APT02419,العين السخنة,10,140,3,2,Unfinished,3701000,26435,0
APT03987,الغردقة,1,100,3,2,Unfinished,1996000,19960,0
APT03099,القاهرة الجديدة,1,100,3,2,Fully Finished,2998000,29980,0
APT04589,القاهرة الجديدة,3,120,4,4,Unfinished,2457000,20475,0
APT00284,القاهرة,15,90,3,2,Semi-Finished,2366000,26288,0
APT04919,العاصمة الإدارية,10,120,4,3,Semi-Finished,4443000,37025,0
APT00843,القاهرة,6,130,4,4,Unfinished,2168000,16676,0
APT01514,الإسكندرية,8,140,4,3,Semi-Finished,1347000,9621,0
APT01169,الجيزة,10,100,2,1,Fully Finished,2249000,22490,0
APT01593,الساحل الشمالي,1,100,3,3,Fully Finished,4976000,49760,0
APT03461,الساحل الشمالي,0,70,2,2,Unfinished,1707000,24385,0
APT03166,القاهرة الجديدة,9,110,3,2,Semi-Finished,3849000,34990,0
APT02285,العين السخنة,15,90,2,1,Semi-Finished,1835000,20388,0
APT03576,العين السخنة,4,90,2,2,Super Lux,2933000,32588,0
APT04871,العين السخنة,9,150,4,4,Unfinished,2533000,16886,0
APT02306,الغردقة,6,110,3,3,Fully Finished,2476000,22509,0
APT00953,الساحل الشمالي,6,70,1,1,Fully Finished,3532000,50457,0
APT04943,شرم الشيخ,0,100,2,2,Unfinished,1840000,18400,0
APT03054,العين السخنة,3,100,2,1,Semi-Finished,1883000,18830,0
APT04560,القاهرة الجديدة,20,130,3,2,Fully Finished,3207000,24669,0
APT02686,الغردقة,1,90,3,2,Fully Finished,2013000,22366,0
APT01490,الساحل الشمالي,20,70,2,2,Semi-Finished,3023000,43185,0
APT00928,القاهرة,4,130,4,4,Fully Finished,3039000,23376,0
APT01210,الإسكندرية,1,80,3,2,Semi-Finished,1618000,20225,0
APT03974,الساحل الشمالي,5,70,1,1,Unfinished,2556000,36514,0
APT03546,الساحل الشمالي,18,130,3,3,Semi-Finished,4730000,36384,0
APT04362,القاهرة الجديدة,18,110,3,3,Fully Finished,3513000,31936,0
APT01922,الإسكندرية,7,140,3,3,Semi-Finished,1586000,11328,0
APT00352,القاهرة الجديدة,15,100,2,2,Fully Finished,3404000,34040,0
APT04899,الإسكندرية,4,250,5,2,Super Lux,8174000,32696,0
APT03394,الساحل الشمالي,6,300,4,3,Semi-Finished,10438000,34793,0
APT02722,القاهرة الجديدة,10,100,2,1,Semi-Finished,2532000,25320,0
APT04982,شرم الشيخ,5,140,3,2,Fully Finished,3916000,27971,0
APT00719,العاصمة الإدارية,6,100,2,2,Fully Finished,4382000,43820,0
APT02703,الساحل الشمالي,3,120,3,3,Fully Finished,3678000,30650,0
APT02723,القاهرة,5,120,3,3,Semi-Finished,2845000,23708,0
APT04562,القاهرة,9,130,3,3,Fully Finished,4443000,34176,0
APT00309,الساحل الشمالي,1,150,3,3,Unfinished,3817000,25446,0
APT01676,القاهرة الجديدة,9,70,2,1,Semi-Finished,2122000,30314,0
APT00834,القاهرة الجديدة,18,130,3,3,Fully Finished,3216000,24738,0
APT00367,الغردقة,9,100,2,2,Super Lux,2803000,28030,0
APT04507,الجيزة,12,70,2,2,Super Lux,2025000,28928,0
APT02079,الإسكندرية,20,130,3,2,Super Lux,3392000,26092,0
APT04039,الجيزة,12,90,3,3,Super Lux,2760000,30666,0
APT04847,القاهرة الجديدة,5,90,2,1,Fully Finished,2539000,28211,0
APT04480,الغردقة,8,90,2,2,Fully Finished,3103000,34477,0
APT01747,القاهرة الجديدة,2,130,4,3,Semi-Finished,2337000,17976,0
APT01323,شرم الشيخ,9,120,4,4,Fully Finished,3354000,27950,0
APT03568,العين السخنة,12,100,3,3,Semi-Finished,2186000,21860,0
APT02522,القاهرة الجديدة,0,90,2,2,Fully Finished,2556000,28400,0
APT01488,العين السخنة,9,80,3,3,Super Lux,3045000,38062,0
APT00439,الساحل الشمالي,9,120,3,3,Fully Finished,5544000,46200,0
APT04175,الجيزة,1,120,3,2,Super Lux,2756000,22966,0
APT02751,الجيزة,15,120,4,4,Fully Finished,2391000,19925,0
APT03289,العين السخنة,4,100,3,3,Fully Finished,2806000,28060,0
APT03434,الساحل الشمالي,3,140,3,2,Semi-Finished,5471000,39078,0
APT02526,القاهرة الجديدة,0,80,2,1,Super Lux,3471000,43387,0
APT04651,الجيزة,10,150,3,2,Fully Finished,5021000,33473,0
APT03689,شرم الشيخ,10,130,4,3,Fully Finished,4109000,31607,0
APT02764,الغردقة,7,110,3,3,Fully Finished,2136000,19418,0
APT00803,الغردقة,4,120,3,3,Fully Finished,3939000,32825,0
APT02998,العين السخنة,6,120,4,2,Fully Finished,3300000,27500,0
APT02229,القاهرة,10,140,3,3,Unfinished,2625000,18750,0
APT04786,العين السخنة,20,100,2,1,Super Lux,4187000,41870,0
APT02078,القاهرة,10,110,3,3,Semi-Finished,1652000,15018,0
APT00583,الساحل الشمالي,2,120,4,3,Fully Finished,4858000,40483,0
APT04347,العاصمة الإدارية,12,110,2,2,Super Lux,6464000,58763,0
APT03479,الغردقة,9,100,3,2,Fully Finished,2618000,26180,0
APT02930,الغردقة,2,120,3,3,Fully Finished,4169000,34741,0
APT03086,العاصمة الإدارية,20,150,4,2,Semi-Finished,6121000,40806,0
APT01019,الساحل الشمالي,0,90,3,2,Semi-Finished,3479000,38655,0
APT01584,القاهرة,3,100,3,2,Fully Finished,2857000,28570,0
APT01033,العين السخنة,15,140,4,4,Fully Finished,3329000,23778,0
APT01719,القاهرة,7,90,2,2,Semi-Finished,2276000,25288,0
APT01282,العاصمة الإدارية,7,80,3,2,Fully Finished,2590000,32375,0
APT02499,العاصمة الإدارية,6,200,4,2,Semi-Finished,6014000,30070,0
APT03351,الجيزة,7,120,3,3,Super Lux,3344000,27866,0
APT00518,القاهرة,6,120,3,2,Semi-Finished,2783000,23191,0
APT01748,العين السخنة,3,220,6,4,Semi-Finished,3774000,17154,0
APT04653,الجيزة,7,90,3,2,Semi-Finished,1559000,17322,0
APT03733,العين السخنة,12,120,4,3,Semi-Finished,2819000,23491,0
APT00669,العين السخنة,15,100,2,1,Super Lux,3975000,39750,0
APT04060,الإسكندرية,3,120,4,3,Super Lux,3263000,27191,0
APT03027,شرم الشيخ,12,70,1,1,Fully Finished,2304000,32914,0
APT04933,الجيزة,0,150,3,3,Semi-Finished,2632000,17546,0
APT03287,القاهرة,8,120,3,3,Semi-Finished,3370000,28083,0
APT02651,الإسكندرية,15,110,2,2,Semi-Finished,1456000,13236,0
APT04454,العاصمة الإدارية,8,90,3,3,Super Lux,5655000,62833,0
APT03193,القاهرة الجديدة,4,90,3,3,Semi-Finished,2296000,25511,0
APT02125,القاهرة,20,160,4,3,Fully Finished,5566000,34787,0
APT03376,الإسكندرية,10,100,2,2,Super Lux,2626000,26260,0
APT03393,العاصمة الإدارية,4,100,2,2,Semi-Finished,3336000,33360,0
APT03486,العين السخنة,12,160,4,2,Fully Finished,5352000,33450,0
APT00760,الإسكندرية,5,110,3,3,Fully Finished,2509000,22809,0
APT03380,العين السخنة,15,130,4,3,Super Lux,4263000,32792,0
APT04441,العاصمة الإدارية,10,140,4,4,Fully Finished,5857000,41835,0
APT02527,الإسكندرية,20,100,2,1,Fully Finished,1549000,15490,0
APT04859,شرم الشيخ,6,70,2,1,Fully Finished,2353000,33614,0
APT00908,القاهرة,3,130,3,2,Fully Finished,3408000,26215,0
APT02684,الإسكندرية,6,90,2,2,Semi-Finished,1497000,16633,0
APT03332,العاصمة الإدارية,4,70,2,2,Fully Finished,2841000,40585,0
APT04459,العين السخنة,6,130,4,4,Semi-Finished,2468000,18984,0
APT00694,الساحل الشمالي,12,120,3,3,Semi-Finished,4703000,39191,0
APT01504,الغردقة,2,150,3,2,Fully Finished,5440000,36266,0
APT02415,القاهرة الجديدة,6,110,3,2,Semi-Finished,2323000,21118,0
APT02119,الجيزة,6,100,2,2,Super Lux,2241000,22410,0
APT03859,الإسكندرية,5,120,3,2,Super Lux,2411000,20091,0
APT02463,الساحل الشمالي,20,110,2,2,Fully Finished,6024000,54763,0
APT03636,القاهرة,3,120,3,3,Super Lux,5618000,46816,0
APT04106,القاهرة,1,80,3,3,Super Lux,2384000,29800,0
APT04479,الإسكندرية,20,150,3,3,Fully Finished,2910000,19400,0
APT04668,العاصمة الإدارية,5,60,2,2,Fully Finished,2252000,37533,0
APT01544,الجيزة,9,120,4,4,Super Lux,2850000,23750,0
APT01331,الساحل الشمالي,1,100,2,1,Super Lux,8529000,85290,0
APT00880,العاصمة الإدارية,10,140,3,2,Fully Finished,5707000,40764,0
APT04503,العين السخنة,6,100,2,2,Semi-Finished,2464000,24640,0
APT03502,الجيزة,18,140,3,2,Semi-Finished,3067000,21907,0
APT03895,الساحل الشمالي,10,120,4,4,Semi-Finished,4204000,35033,0
APT04991,العين السخنة,9,70,2,2,Semi-Finished,1550000,22142,0
APT00888,العين السخنة,10,130,4,4,Fully Finished,2816000,21661,0
APT01346,العين السخنة,3,90,2,1,Unfinished,1576000,17511,0
APT04211,العين السخنة,20,120,4,2,Fully Finished,3632000,30266,0
APT01816,العين السخنة,6,90,3,2,Fully Finished,1913000,21255,0
APT00569,الغردقة,20,100,3,2,Fully Finished,3304000,33040,0
APT02168,الغردقة,9,80,3,3,Semi-Finished,1723000,21537,0
APT04182,الجيزة,2,160,3,2,Fully Finished,3211000,20068,0
APT03354,الجيزة,4,100,3,2,Semi-Finished,2260000,22600,0
APT04955,الإسكندرية,6,160,4,3,Fully Finished,2888000,18050,0
APT02603,القاهرة,8,60,1,1,Semi-Finished,1667000,27783,0
APT04024,الغردقة,4,100,2,2,Unfinished,1995000,19950,0
APT04773,العين السخنة,12,150,3,3,Semi-Finished,4538000,30253,0
APT01607,الغردقة,3,120,3,2,Fully Finished,3294000,27450,0
APT01630,الساحل الشمالي,9,160,3,3,Super Lux,7015000,43843,0
APT01540,شرم الشيخ,5,180,5,4,Fully Finished,8036000,44644,0
APT01695,الساحل الشمالي,6,120,3,3,Fully Finished,4895000,40791,0
APT02060,الإسكندرية,2,130,4,2,Unfinished,1326000,10200,0
APT00464,العين السخنة,0,100,2,1,Fully Finished,3097000,30970,0
APT02331,الغردقة,20,120,4,4,Semi-Finished,4026000,33550,0
APT03044,الغردقة,2,160,4,4,Semi-Finished,3026000,18912,0
APT04735,شرم الشيخ,8,120,4,4,Semi-Finished,4011000,33425,0
APT00595,العين السخنة,10,140,3,2,Semi-Finished,4267000,30478,0
APT03815,الإسكندرية,1,100,3,2,Semi-Finished,1395000,13950,0
APT00626,القاهرة الجديدة,15,80,3,3,Semi-Finished,1980000,24750,0
APT00451,العاصمة الإدارية,8,100,3,3,Semi-Finished,4043000,40430,0
APT01500,العاصمة الإدارية,18,100,3,3,Unfinished,3025000,30250,0
APT02457,العاصمة الإدارية,12,90,2,2,Fully Finished,4095000,45500,0
APT04723,الغردقة,1,120,4,2,Semi-Finished,2856000,23800,0
APT02985,العين السخنة,0,80,3,3,Super Lux,2462000,30775,0
APT01570,الغردقة,8,100,3,2,Super Lux,4426000,44260,0
APT01035,القاهرة الجديدة,8,100,2,2,Semi-Finished,2869000,28690,0
APT03519,شرم الشيخ,20,100,2,1,Fully Finished,2331000,23310,0
APT01558,الجيزة,6,90,3,2,Fully Finished,2208000,24533,0
APT03625,الساحل الشمالي,4,60,2,2,Fully Finished,2859000,47650,0
APT04665,القاهرة,12,120,4,2,Fully Finished,2791000,23258,0
APT01421,الإسكندرية,3,140,3,3,Super Lux,4191000,29935,0
APT02012,الإسكندرية,20,100,2,1,Semi-Finished,2149000,21490,0
APT02687,الجيزة,9,60,1,1,Fully Finished,1547000,25783,0
APT01787,القاهرة الجديدة,6,140,3,3,Semi-Finished,4059000,28992,0
APT00458,الجيزة,18,120,4,3,Fully Finished,3964000,33033,0
APT01306,القاهرة الجديدة,9,120,4,2,Unfinished,3508000,29233,0
APT02926,الغردقة,5,90,3,2,Semi-Finished,1974000,21933,0
APT03271,العاصمة الإدارية,9,130,4,3,Unfinished,3423000,26330,0
APT03228,العاصمة الإدارية,2,150,3,3,Semi-Finished,5134000,34226,0
APT01989,القاهرة الجديدة,15,180,6,3,Unfinished,4145000,23027,0
APT03755,الساحل الشمالي,6,160,3,2,Fully Finished,5885000,36781,0
APT03647,الجيزة,20,150,3,2,Super Lux,5170000,34466,0
APT00832,القاهرة الجديدة,1,100,3,2,Semi-Finished,3353000,33530,0
APT04682,الساحل الشمالي,4,70,2,2,Super Lux,4865000,69500,0
APT03023,العاصمة الإدارية,5,140,4,2,Super Lux,8361000,59721,0
APT03149,شرم الشيخ,7,130,4,4,Semi-Finished,3467000,26669,0
APT01947,الغردقة,9,160,4,3,Super Lux,3775000,23593,0
APT02776,العين السخنة,10,100,2,2,Fully Finished,2683000,26830,0
APT04850,العين السخنة,7,120,3,2,Unfinished,2393000,19941,0
APT04940,شرم الشيخ,8,100,2,1,Super Lux,5126000,51260,0
APT00945,القاهرة الجديدة,7,200,6,2,Unfinished,4597000,22985,0
APT01269,الإسكندرية,18,80,3,3,Fully Finished,1565000,19562,0
APT04232,القاهرة,10,180,6,2,Fully Finished,4086000,22700,0
APT02308,القاهرة,20,100,2,2,Semi-Finished,2511000,25110,0
APT04425,الجيزة,9,90,3,3,Semi-Finished,1719000,19100,0
APT04712,الجيزة,7,80,2,1,Semi-Finished,1718000,21475,0
APT02314,شرم الشيخ,3,120,3,3,Semi-Finished,4630000,38583,0
APT03215,القاهرة الجديدة,2,100,3,2,Unfinished,1464000,14640,0
APT02733,العاصمة الإدارية,3,150,4,2,Semi-Finished,4818000,32120,0
APT01927,الغردقة,15,180,4,3,Semi-Finished,3934000,21855,0
APT04228,شرم الشيخ,6,200,4,2,Semi-Finished,4729000,23645,0
APT04677,الغردقة,12,220,4,4,Fully Finished,5459000,24813,0
APT00801,الإسكندرية,18,100,2,1,Super Lux,2658000,26580,0
APT03672,الغردقة,15,110,2,1,Super Lux,3759000,34172,0
APT04194,شرم الشيخ,18,100,2,1,Unfinished,2454000,24540,0
APT02969,العين السخنة,6,100,3,2,Fully Finished,1669000,16690,0
APT04794,الغردقة,2,140,3,3,Unfinished,3030000,21642,0
APT04369,العاصمة الإدارية,3,110,2,2,Fully Finished,3706000,33690,0
APT02777,شرم الشيخ,15,180,5,3,Fully Finished,6394000,35522,0
APT02971,القاهرة,1,100,3,3,Fully Finished,1863000,18630,0
APT03868,شرم الشيخ,3,100,2,1,Fully Finished,3562000,35620,0
APT01744,القاهرة الجديدة,15,110,2,1,Super Lux,4496000,40872,0
APT03949,شرم الشيخ,10,140,3,2,Fully Finished,5787000,41335,0
APT03803,شرم الشيخ,18,110,3,2,Fully Finished,4225000,38409,0
APT02025,الإسكندرية,7,150,4,2,Fully Finished,2853000,19020,0
APT02275,العاصمة الإدارية,0,100,2,1,Semi-Finished,3276000,32760,0
APT04922,العين السخنة,5,120,3,2,Semi-Finished,1928000,16066,0
APT03408,الجيزة,20,110,3,3,Super Lux,4103000,37300,0
APT04246,القاهرة الجديدة,15,110,2,2,Fully Finished,3737000,33972,0
APT04620,العاصمة الإدارية,5,130,3,2,Fully Finished,5142000,39553,0
APT04917,القاهرة الجديدة,6,150,3,3,Semi-Finished,3882000,25880,0
APT04697,القاهرة الجديدة,7,90,2,2,Fully Finished,2817000,31300,0
APT01785,الغردقة,0,120,4,3,Unfinished,2478000,20650,0
APT01533,شرم الشيخ,9,100,2,1,Fully Finished,2953000,29530,0
APT02835,الإسكندرية,2,130,4,4,Fully Finished,2733000,21023,0
APT04445,الجيزة,5,100,2,2,Fully Finished,1967000,19670,0
APT04916,القاهرة,18,180,6,2,Super Lux,5177000,28761,0
APT01599,القاهرة,15,100,2,1,Fully Finished,3723000,37230,0
APT01780,شرم الشيخ,10,80,2,2,Super Lux,4821000,60262,0
APT04901,العاصمة الإدارية,18,140,3,2,Fully Finished,6438000,45985,0
APT02575,شرم الشيخ,15,120,4,3,Unfinished,2383000,19858,0
APT03399,الغردقة,4,130,4,2,Fully Finished,4042000,31092,0
APT03976,الغردقة,9,100,3,3,Unfinished,2100000,21000,0
APT03771,القاهرة,6,110,2,2,Super Lux,4350000,39545,0
APT01752,العاصمة الإدارية,12,90,3,3,Super Lux,5003000,55588,0
APT01480,الجيزة,9,120,4,2,Semi-Finished,2575000,21458,0
APT01025,العين السخنة,5,90,3,2,Semi-Finished,1994000,22155,0
APT01789,شرم الشيخ,10,120,3,3,Fully Finished,3176000,26466,0
APT02265,الساحل الشمالي,0,80,3,2,Unfinished,1452000,18150,0
APT02474,شرم الشيخ,15,180,4,2,Fully Finished,5805000,32250,0
APT01823,القاهرة الجديدة,5,180,5,3,Semi-Finished,5792000,32177,0
APT01221,العين السخنة,7,90,2,1,Semi-Finished,1951000,21677,0
APT01667,الإسكندرية,6,120,4,3,Unfinished,1956000,16300,0
APT02961,الغردقة,0,100,3,3,Semi-Finished,1957000,19570,0
APT02535,الجيزة,10,150,3,3,Fully Finished,4097000,27313,0
APT04689,الجيزة,18,100,3,3,Unfinished,1832000,18320,0
APT01979,العين السخنة,5,180,4,2,Semi-Finished,3450000,19166,0
APT01470,شرم الشيخ,7,80,2,1,Unfinished,1495000,18687,0
APT02808,القاهرة,8,100,2,1,Semi-Finished,3041000,30410,0
APT02513,القاهرة الجديدة,1,70,1,2,Unfinished,1380000,19714,0
APT02944,القاهرة,9,60,2,2,Fully Finished,1251000,20850,0
APT02981,الإسكندرية,4,90,3,3,Semi-Finished,1320000,14666,0
APT04823,الساحل الشمالي,7,90,2,2,Super Lux,5692000,63244,0
APT03018,العين السخنة,2,110,3,2,Fully Finished,2845000,25863,0
APT01567,القاهرة,6,200,4,4,Super Lux,9718000,48590,0
APT00938,العاصمة الإدارية,3,160,4,4,Unfinished,4438000,27737,0
APT01216,القاهرة,18,120,4,3,Semi-Finished,2950000,24583,0
APT01938,الجيزة,12,110,2,1,Unfinished,1943000,17663,0
APT01130,العين السخنة,5,160,4,2,Semi-Finished,4667000,29168,0
APT00310,الساحل الشمالي,4,160,3,3,Super Lux,11540000,72125,0
APT04902,العين السخنة,2,90,3,3,Super Lux,3626000,40288,0
APT02169,الغردقة,15,100,2,1,Semi-Finished,2180000,21800,0
APT03114,الإسكندرية,12,70,1,2,Fully Finished,1840000,26285,0
APT00496,العين السخنة,2,160,3,2,Semi-Finished,3909000,24431,0
APT02674,الإسكندرية,9,150,4,4,Fully Finished,2835000,18900,0
APT03358,شرم الشيخ,9,120,3,2,Super Lux,4435000,36958,0
APT03831,العاصمة الإدارية,0,80,3,2,Fully Finished,2771000,34637,0
APT00306,العاصمة الإدارية,8,120,4,3,Fully Finished,5338000,44483,0
APT03794,العاصمة الإدارية,7,140,3,2,Semi-Finished,4785000,34178,0
APT02202,العين السخنة,5,80,3,3,Fully Finished,1838000,22975,0
APT01062,الجيزة,3,140,4,2,Fully Finished,3558000,25414,0
APT00844,العين السخنة,7,80,3,2,Super Lux,3824000,47800,0
APT03873,القاهرة الجديدة,15,100,3,2,Semi-Finished,3462000,34620,0
APT02252,القاهرة,12,70,1,2,Semi-Finished,1521000,21728,0
APT03998,القاهرة الجديدة,3,150,4,3,Fully Finished,6345000,42300,0
APT00680,الساحل الشمالي,8,70,2,2,Fully Finished,3801000,54300,0
APT00566,القاهرة,6,140,3,3,Semi-Finished,2944000,21028,0
APT03291,الإسكندرية,9,130,3,3,Fully Finished,1790000,13769,0
APT04355,القاهرة الجديدة,7,160,4,2,Super Lux,6810000,42562,0
APT00681,الإسكندرية,20,120,4,3,Unfinished,1871000,15591,0
APT04280,القاهرة الجديدة,20,90,2,1,Semi-Finished,2250000,25000,0
APT02496,الإسكندرية,2,100,2,1,Unfinished,1061000,10610,0
APT02317,الجيزة,2,130,3,3,Semi-Finished,1694000,13030,0
APT04274,العاصمة الإدارية,5,130,3,2,Super Lux,5177000,39823,0
APT00279,العين السخنة,1,130,3,3,Unfinished,2351000,18084,0
APT03684,الغردقة,7,120,4,4,Semi-Finished,2996000,24966,0
APT04763,الجيزة,1,90,3,3,Fully Finished,1860000,20666,0
APT00433,الجيزة,15,70,2,2,Unfinished,1308000,18685,0
APT00290,العين السخنة,5,110,2,2,Unfinished,1559000,14172,0
APT01028,العين السخنة,18,130,4,4,Semi-Finished,3521000,27084,0
APT00536,الساحل الشمالي,3,110,3,2,Fully Finished,3530000,32090,0
APT03632,العين السخنة,10,70,1,2,Unfinished,1396000,19942,0
APT02175,العين السخنة,5,80,3,2,Super Lux,2442000,30525,0
APT03916,الساحل الشمالي,0,130,3,3,Super Lux,6845000,52653,0
APT01863,العين السخنة,15,110,2,2,Super Lux,3046000,27690,0
APT00271,الغردقة,15,120,4,2,Semi-Finished,3285000,27375,0
APT01729,الساحل الشمالي,3,90,2,1,Semi-Finished,4146000,46066,0
APT04076,الساحل الشمالي,20,110,2,1,Super Lux,5780000,52545,0
APT02158,العاصمة الإدارية,2,110,2,2,Fully Finished,3077000,27972,0
APT03932,الساحل الشمالي,12,90,3,2,Semi-Finished,3036000,33733,0
APT02385,الغردقة,8,90,3,2,Super Lux,3332000,37022,0
APT00628,الجيزة,12,150,4,4,Super Lux,4421000,29473,0
APT01182,الساحل الشمالي,6,100,2,2,Fully Finished,2860000,28600,0
APT03382,القاهرة الجديدة,5,160,3,2,Fully Finished,5651000,35318,0
APT02423,الإسكندرية,8,80,3,2,Fully Finished,1307000,16337,0
APT00791,العين السخنة,9,120,3,2,Fully Finished,3332000,27766,0
APT04276,الغردقة,10,60,1,2,Semi-Finished,1748000,29133,0
APT00462,العاصمة الإدارية,2,110,3,3,Semi-Finished,3396000,30872,0
APT04403,شرم الشيخ,6,110,3,3,Unfinished,2516000,22872,0
APT00552,العين السخنة,18,120,3,2,Fully Finished,3557000,29641,0
APT03130,الساحل الشمالي,8,120,3,2,Semi-Finished,4440000,37000,0
APT01445,العاصمة الإدارية,12,100,3,3,Fully Finished,4487000,44870,0
APT02590,الإسكندرية,2,120,4,3,Semi-Finished,1821000,15175,0
APT00403,القاهرة الجديدة,3,200,4,3,Semi-Finished,5884000,29420,0
APT03960,العاصمة الإدارية,9,100,2,2,Fully Finished,3308000,33080,0
APT04190,الساحل الشمالي,0,110,2,1,Unfinished,4335000,39409,0
APT04764,الجيزة,10,90,2,2,Semi-Finished,1555000,17277,0
APT02096,القاهرة,5,120,3,3,Unfinished,1437000,11975,0
APT02901,الغردقة,0,80,3,2,Semi-Finished,1690000,21125,0
APT04463,الجيزة,9,100,3,2,Super Lux,2713000,27130,0
APT00651,شرم الشيخ,18,100,2,1,Semi-Finished,3275000,32750,0
APT00709,الجيزة,10,80,2,2,Semi-Finished,1519000,18987,0
APT01481,شرم الشيخ,18,110,3,2,Unfinished,1955000,17772,0
APT04415,العين السخنة,8,100,2,1,Semi-Finished,2207000,22070,0
APT03066,شرم الشيخ,3,100,3,2,Super Lux,2979000,29790,0
APT02396,الغردقة,1,110,2,1,Fully Finished,3222000,29290,0
APT01770,الغردقة,15,90,3,3,Fully Finished,3014000,33488,0
APT00315,الإسكندرية,8,100,2,2,Fully Finished,1735000,17350,0
APT03762,شرم الشيخ,5,90,2,1,Super Lux,4102000,45577,0
APT04910,الإسكندرية,18,120,3,2,Fully Finished,2952000,24600,0
APT00961,الغردقة,1,150,4,2,Fully Finished,4027000,26846,0
APT02911,الإسكندرية,15,80,2,2,Semi-Finished,1124000,14050,0
APT03406,العاصمة الإدارية,8,130,4,4,Semi-Finished,5239000,40300,0
APT01624,العاصمة الإدارية,6,100,3,2,Semi-Finished,2970000,29700,0
APT03323,القاهرة,18,120,4,3,Fully Finished,3436000,28633,0
APT05000,الإسكندرية,20,100,2,2,Fully Finished,2179000,21790,0
APT01819,العين السخنة,3,90,2,2,Super Lux,3963000,44033,0
APT03195,الساحل الشمالي,18,90,3,3,Fully Finished,3405000,37833,0
APT03008,العين السخنة,10,160,3,3,Fully Finished,4716000,29475,0
APT03415,العين السخنة,9,140,4,2,Semi-Finished,3767000,26907,0
APT04529,العين السخنة,20,120,3,2,Super Lux,4306000,35883,0
APT01898,الإسكندرية,3,160,4,2,Fully Finished,3781000,23631,0
APT01919,الغردقة,18,100,2,1,Fully Finished,3217000,32170,0
APT01271,العين السخنة,2,130,4,4,Fully Finished,2844000,21876,0
APT04177,شرم الشيخ,8,130,4,2,Semi-Finished,4584000,35261,0
APT04963,الإسكندرية,10,80,2,2,Fully Finished,1390000,17375,0
APT04884,القاهرة الجديدة,18,130,3,2,Super Lux,6528000,50215,0
APT04095,شرم الشيخ,8,70,2,2,Semi-Finished,1515000,21642,0
APT03160,الساحل الشمالي,3,120,3,2,Unfinished,3673000,30608,0
APT01814,الساحل الشمالي,18,220,4,4,Fully Finished,9843000,44740,0
APT02427,العاصمة الإدارية,10,130,3,3,Fully Finished,5560000,42769,0
APT03951,الجيزة,8,120,3,3,Super Lux,3564000,29700,0
APT04429,شرم الشيخ,2,90,2,2,Unfinished,1725000,19166,0
APT02143,القاهرة,3,160,3,2,Semi-Finished,3654000,22837,0
APT01627,الساحل الشمالي,12,110,2,1,Unfinished,3857000,35063,0
APT00790,الجيزة,4,140,3,2,Fully Finished,2535000,18107,0
APT03787,القاهرة الجديدة,15,100,3,3,Semi-Finished,2916000,29160,0
APT01865,الإسكندرية,10,130,4,2,Semi-Finished,2643000,20330,0
APT02866,القاهرة الجديدة,5,120,4,4,Fully Finished,2694000,22450,0
APT00872,شرم الشيخ,12,180,4,3,Fully Finished,6761000,37561,0
APT03272,العين السخنة,5,90,2,1,Semi-Finished,2021000,22455,0
APT03834,الغردقة,7,60,1,2,Fully Finished,2194000,36566,0
APT01753,الإسكندرية,2,110,3,2,Super Lux,2056000,18690,0
APT01422,القاهرة,7,130,3,2,Fully Finished,2822000,21707,0
APT04222,القاهرة,15,130,4,4,Unfinished,2898000,22292,0
APT04694,العاصمة الإدارية,0,100,2,1,Semi-Finished,3180000,31800,0
APT04370,العين السخنة,5,130,4,4,Unfinished,2687000,20669,0
APT04576,القاهرة الجديدة,3,150,4,2,Unfinished,3370000,22466,0
APT03810,الغردقة,7,150,3,3,Fully Finished,5031000,33540,0
APT02245,شرم الشيخ,8,70,1,1,Super Lux,3085000,44071,0
